recipe_id,PRR (Hz),PW (us),pos. Delay (us),pos. PW (us),pos. Setpoint (V),rate_A_s,repeat_count
AL120-0286,937.8769123,5.18130845,38.27374643,37.65460994,60.84045228,0.26290102488169353,1
AL120-0287,4332.39471866,7.97893877,5.62290068,0.40486485,96.08178362,1.1043478260869142,1
AL120-0288,693.83100374,52.18979138,37.53551633,39.27817967,12.78092451,1.3458828775267793,1
AL120-0289,602.33616875,87.96179517,22.24502764,35.18280704,98.26749917,1.090647395362863,1
AL120-0290,3277.22028876,21.16814723,3.40820734,37.95669805,7.90514983,1.3276786041567643,1
AL120-0291,4979.77722529,52.59959668,6.41019985,32.96432089,20.10110766,1.1049879496019,1
AL120-0292,4900.32711811,14.0582508,2.46914024,36.23553392,2.54311729,1.1740049267470725,1
AL120-0293,695.98079845,58.30176925,33.39233698,2.36083306,26.30065121,1.1356849465400145,1
AL120-0294,702.22273888,72.02885787,3.98350577,11.79900106,96.6778853,1.1095916429250186,1
AL120-0295,1476.1977829,24.53777197,38.2918233,39.52222902,22.43329156,1.2562990573815036,1
AL120-0296,4964.60432932,90.06997345,26.40985339,36.69662025,4.87305094,1.0501101704742726,1
AL120-0297,4943.34921008,17.62711314,5.80081746,1.71954814,18.83848058,1.3820887549127565,1
AL120-0298,924.52989239,14.53181528,2.49796432,39.05624326,79.46507707,0.7436537592904504,1
AL120-0299,4074.83993983,77.63049274,5.63516713,1.25626627,6.61753817,1.0838265657261046,1
AL120-0300,1581.19293023,89.29564735,39.6906072,1.47172313,78.6384576,1.327921982695435,1
AL120-0301,4717.41126338,87.60249576,38.92421909,2.24675693,99.96877778,1.2784723447813593,1
AL120-0302,4933.96476842,77.00783822,36.3846187,36.0314627,73.25893594,1.2866470107633337,1
AL120-0303,732.91246127,42.70244945,1.82028311,36.3842728,87.53654351,1.1951955122917237,1
AL120-0304,4824.32655385,37.6749726,21.88254348,39.61019006,97.20312674,1.1310039032005812,1
AL120-0305,2748.92148376,96.40581717,4.48914075,1.53208908,98.08430681,1.1438827791013062,1
AL120-0306,739.69954811,52.98297138,8.85609993,2.52025954,79.23301589,1.3029858263184648,1
AL120-0307,512.2872917,26.92970386,20.7200924,3.08734998,93.20763573,0.9112967342625845,1
AL120-0308,821.50165085,79.93366701,39.48580353,35.43370374,4.02263114,1.0250863191260735,1
AL120-0309,706.26888052,5.02687218,36.63738838,15.5915235,80.25736753,0.1658769812737792,1
AL120-0310,4983.57038433,37.51768803,36.90640548,38.48187786,39.34809882,1.410891243377945,1
AL120-0311,689.16936219,22.8328609,39.29067132,8.82318754,96.64847907,1.074247412284563,1
AL120-0312,4965.91684734,82.22954097,10.78498,1.20870817,4.04650727,1.0920987038883765,1
AL120-0313,787.28929115,71.30455192,39.08325314,34.79471479,94.79658259,1.4329390354867513,1
AL120-0314,1985.55392679,54.55636385,1.51057362,38.57173014,99.43322251,1.2149604186233265,1
AL120-0315,4929.13593724,38.84083979,4.55449225,17.48458512,7.67586753,1.2429360694554301,1
AL120-0316,1645.82407149,84.75380331,38.57470151,36.04376253,85.83533252,1.2059397369735536,1
AL120-0317,4867.60361912,88.93883985,17.03237067,0.10677841,97.76809141,1.2037914691943585,1
AL120-0318,4425.37885439,65.61977959,30.06780301,39.42836106,4.18130308,1.3586573122989778,1
AL120-0319,2264.36467143,8.60593682,39.71658194,4.75045718,4.67040883,0.7393578150196699,1
AL120-0320,4540.43555446,99.557584,35.54903362,24.7499476,7.94300484,1.1318521296209059,1
AL120-0321,510.59843041,34.1677278,39.91518688,3.58316299,0.36696037,1.1868355116137785,1
AL120-0322,3147.49676688,24.47627096,4.53055953,37.75843021,98.71786367,1.0386701040092847,1
AL120-0323,3080.36078187,45.60573933,3.04106578,5.70921026,12.81294553,1.1414471196268312,1
AL120-0324,864.67271019,98.89488434,38.75594719,7.59830344,93.05055663,1.1491972840916518,1
AL120-0325,840.53083416,6.3904551,2.914261,8.85431025,96.86366869,0.31844629465187235,1
AL120-0326,2859.35113439,89.31318155,9.74975533,3.26825861,0.5200834,1.2536032330746874,1
AL120-0327,4959.37226154,16.86459933,36.49964818,31.13892086,91.66432964,1.4036738490156024,1
AL120-0328,4964.4528809,23.40347493,13.88327194,35.11730649,2.51768352,1.1232524964336872,1
AL120-0329,813.14863591,64.56776003,11.67362256,7.56374057,2.31363876,1.132489134852847,1
AL120-0330,500.981085,84.78417736,27.42221422,10.12311608,2.66183764,1.165505035878579,1
AL120-0331,1666.69504391,21.44005014,4.17520934,0.3312378,10.50323052,1.2001232581230983,1
AL120-0332,4779.83596921,54.05042897,24.93878632,37.08524745,5.5437333,1.1076913667084831,1
AL120-0333,774.41112557,16.36709689,3.61270042,35.91127995,2.96870274,0.8627807817822511,1
AL120-0334,3845.96639499,18.90144324,39.76081273,2.27535442,89.63821977,1.0535924137530015,1
AL120-0335,763.00608786,60.66167852,37.9438539,8.62618856,2.60000676,1.1185499569199775,1
AL120-0336,4975.50686356,63.05627742,7.46630967,23.0384304,96.86477985,1.2113211459377726,1
AL120-0337,601.02561628,40.25380477,8.39429065,10.01106974,14.75163801,1.2187213997307742,1
AL120-0338,4944.86923888,29.84677258,37.28837812,15.26761495,91.93335064,1.174690276967007,1
AL120-0339,891.19837014,45.05724147,2.61834271,1.457236,12.50358392,1.113999682186599,1
AL120-0340,4482.32484236,99.98945627,9.92400556,0.68234522,19.26306859,1.1065407998044363,1
AL120-0341,4942.66166352,36.80487356,39.95929586,0.62154412,16.81317491,1.5029835262874263,1
AL120-0342,4622.68273626,45.71025384,5.69903219,38.82187553,2.69200169,1.2148789159454823,1
AL120-0343,544.8863362,31.57876587,34.78270811,37.72623681,8.06650119,1.0237535330694914,1
AL120-0344,4822.53927644,28.1068087,36.24662153,38.83553986,5.41843558,1.0654625680247298,1
AL120-0345,538.66945347,83.80674674,7.14904466,5.40217444,6.40708422,1.098253486961816,1
AL120-0346,3384.63926874,32.28137353,1.96676941,4.87085838,95.47823565,1.382405251707897,1
AL120-0347,504.69664438,99.40503013,3.06123162,15.96499126,77.27476154,1.0262190111913474,1
AL120-0348,1944.24648304,39.77446478,4.10248116,38.75223428,14.27287152,1.363148479427601,1
AL120-0349,3503.45896976,50.23615201,38.90944039,37.18383323,95.10035431,1.1658801944185369,1
AL120-0350,647.94876333,14.7627352,34.23165065,39.07635979,98.30813976,0.7902690201382979,1
AL120-0351,2861.3401223,11.98064156,31.42419091,38.80139966,0.16347328,0.8831666204742205,1
AL120-0352,4938.7777159,86.12154361,5.57548908,0.65939803,20.75094935,1.1320974097280967,1
AL120-0353,2381.75930222,68.36084212,2.73316799,10.53535841,96.99090524,1.378984238178581,1
AL120-0354,4947.16347056,6.28522482,32.5812204,7.77247142,0.79936609,0.6594880011653015,1
AL120-0355,3143.9642054,55.03603031,31.06772958,33.39164909,11.41235065,1.4482946139390092,1
AL120-0356,637.79617893,50.20644834,38.19447476,35.09786677,99.15500833,1.1741571576763035,1
AL120-0357,543.45043236,76.67126156,3.6855225,37.07820322,84.22119385,0.9918786609695049,1
AL120-0358,4940.31633995,72.41440925,38.92719567,39.76164799,85.78965431,1.1866592405727052,1
AL120-0359,2070.43043198,14.83297195,39.93006013,2.6281951,99.76979066,1.1606238204033419,1
AL120-0360,1190.5987612,81.51266547,1.88203528,34.6197132,92.20954301,1.0511768290912908,1
AL120-0361,2717.49409521,43.29116639,39.98746764,10.02772093,89.5554143,1.3958840758439421,1
AL120-0362,853.61305298,62.92308052,39.2667116,0.36353372,72.52133321,1.1279443943879948,1
AL120-0363,4751.38921477,16.76242881,35.4166408,1.41311932,97.26670319,1.1572518075869567,1
AL120-0364,2103.71853178,73.34271483,1.72962511,39.86713488,6.07588002,1.1305096913136679,1
AL120-0365,716.41983464,42.39832239,5.34090771,38.15201957,99.26664932,1.1623632104233075,1
AL120-0366,2275.06552869,83.9396315,2.30585181,4.15512972,4.59157322,1.1034058368366748,1
AL120-0367,544.57486467,29.07235535,1.63803274,36.69756901,8.14891309,1.0356013826927448,1
AL120-0368,1775.4297019,86.82267594,39.78316312,34.04090501,98.53574457,1.0885169045829786,1
AL120-0369,4557.90773639,81.37369545,3.95685253,30.41957647,96.76783057,1.23248945147684,1
AL120-0370,3259.53193335,68.19454233,34.57983902,2.47036025,6.59821266,1.349711205236863,1
AL120-0371,3726.94753576,58.12434815,39.21207711,37.95762729,99.27700749,1.3385712701873167,1
AL120-0372,613.77655715,21.39447678,37.69654082,15.54750498,8.92528044,0.9360179448836075,1
AL120-0373,2803.55729768,99.62423774,4.37802444,32.87826542,2.66721696,1.0466206258849564,1
AL120-0374,4826.74466167,66.36138165,1.95397323,36.22434713,7.97693077,1.3406769936890928,1
AL120-0375,743.38500807,63.09208103,3.69773919,29.72901188,86.2546945,1.1827906192003148,1
AL120-0376,2849.9012636,55.99391807,3.879008,6.91431824,97.59696601,1.1461269332636215,1
AL120-0377,4766.75409405,45.21552069,1.72424123,36.86582301,83.67124358,1.2814576331151106,1
AL120-0378,4898.09425455,25.3546906,6.38780166,5.92615165,89.11600532,1.2338329472680434,1
AL120-0379,545.47912953,99.36609377,22.60302766,37.60529865,96.70375483,1.0140089585665906,1
AL120-0380,4704.41117045,75.21280842,8.4059175,39.89033099,99.51666193,1.2342533905812925,1
AL120-0381,2687.17088411,77.00835218,39.90063059,5.33236075,88.51987757,1.3508521985604254,1
AL120-0382,623.15991335,35.84128982,5.0040515,35.48497625,90.16980501,1.1704388289278318,1
AL120-0383,4970.19807203,56.98985381,4.77965698,22.37426337,1.279114,1.0361415453271356,1
AL120-0384,4978.87468711,5.76693193,13.70575836,35.31046174,82.19612651,0.6573813931540289,1
AL120-0385,503.64396954,61.57694854,4.26579462,1.07270002,66.72359919,1.2217222653219781,1
AL120-0386,4869.17918641,97.79592571,2.32433504,37.54169904,0.28218022,1.0733878615457766,1
AL120-0387,4878.55208199,27.34658712,2.0794475,3.89914554,69.14906334,1.4309011180025524,1
AL120-0388,568.69906327,5.25089702,2.94372908,36.38888083,59.68600288,0.07789333333333168,1
AL120-0389,555.93374325,62.24990031,1.72170375,19.13021609,96.63004903,1.2220052991215078,1
AL120-0390,3476.97285563,33.64463598,3.32535664,25.48028581,1.25908032,1.2880654338549318,1
AL120-0391,622.19018582,70.38874486,2.99739155,0.5911475,10.50149398,1.1448023009576347,1
AL120-0392,3267.7357588,99.26014773,1.77139417,36.39321208,62.52412461,1.2067835010328742,1
AL120-0393,537.27861075,89.13065302,38.59006014,39.77383573,96.97949607,1.3024704232442978,1
AL120-0394,569.92582185,47.071491,36.74713797,36.53676935,10.58162693,1.1576722372680273,1
AL120-0395,2875.28794026,33.88286418,39.62742211,30.84283508,1.0181264,1.156526329681976,1
AL120-0396,1987.99569672,34.92075073,35.28720688,0.59297644,96.45198565,1.2578274760382904,1
AL120-0397,1435.27936004,83.94014775,3.6634903,4.03881345,4.97157648,1.1425032594524556,1
AL120-0398,938.4655063,56.61060393,39.77480715,3.24696571,2.35276623,1.2901759635249201,1
AL120-0399,4985.02937611,45.0579207,36.95259532,10.99158816,88.85251312,1.263408304498318,1
AL120-0400,3329.65428568,5.52234357,3.28106917,21.02763001,10.28233031,0.5772267287127859,1
AL120-0401,1608.11375082,17.45952691,2.43376863,2.53945917,4.60047368,1.183595843408882,1
AL120-0402,4901.16500249,35.43043362,14.44779094,38.65188371,1.8647084,1.1022988144281685,1
AL120-0403,3183.88995947,92.33486794,39.98978357,38.44346542,29.31801043,1.2313162904541977,1
AL120-0404,1339.19658139,91.3269449,5.5008761,0.768211,87.06842484,1.303970911185463,1
AL120-0405,3881.52085664,86.14837491,38.11056958,33.21708664,0.50950311,1.2183101039241364,1
AL120-0406,4846.79127391,48.0770398,38.11269333,29.48518503,7.32416492,1.3528704291636577,1
AL120-0407,4960.09376319,29.56572155,36.47624399,6.94404993,3.68446019,1.279194773088493,1
AL120-0408,658.89173187,28.29210625,39.7232856,20.50157197,90.92869619,1.0150603929042032,1
AL120-0409,3272.1100687,14.47909574,7.9107241,36.38325397,98.15454111,0.862739680346774,1
AL120-0410,1263.00611673,5.94287742,29.81505841,36.77918267,4.35911166,0.32935560859189794,1
AL120-0411,603.03852614,44.3947938,39.08843034,2.75971472,34.29439524,1.2124389100889943,1
AL120-0412,3100.39703827,16.34837491,35.79154308,0.95551629,3.0608329,1.015772056761417,1
AL120-0413,3508.79356498,63.46919299,33.2369873,36.7207434,97.54452957,1.1844860852219066,1
AL120-0414,3415.55033624,7.72228764,32.59132335,39.94738847,1.52108362,0.7631291743041655,1
AL120-0415,4822.82283623,48.24522926,3.9574273,3.286791,15.35338387,1.3086917562724512,1
AL120-0416,4815.89773716,66.33689265,32.25496144,1.70911584,5.58445202,1.1859598572410401,1
AL120-0417,3966.19457426,88.81607848,2.80616566,31.38532639,0.44428864,1.2532576727448397,1
AL120-0418,699.7658019,62.54872034,38.30467961,7.5087139,0.26546996,1.2901943462898018,1
AL120-0419,907.5388778,91.12490095,39.53142825,28.60522494,3.21922591,1.1803943294769654,1
AL120-0420,3274.86623544,83.79610498,4.02054773,1.57930076,92.46301763,1.2648215638870324,1
AL120-0421,702.54040882,32.50153579,3.77866951,3.19624905,82.32591636,1.1709685762317563,1
AL120-0422,3409.11925398,5.21477374,39.09715194,0.00075817,93.49776078,0.476521928274305,1
AL120-0423,4978.16907335,89.68117104,17.33998248,36.39002122,99.22889182,1.2410196669636362,1
AL120-0424,648.57523097,78.42483902,38.08835311,30.02338152,80.87688535,1.3411982522401915,1
AL120-0425,3407.91637963,48.97447542,4.48871406,3.27702463,5.16813947,1.2290600610790867,1
AL120-0426,4491.37373548,6.38406291,4.60084377,2.03273118,14.82482161,0.649483574809939,1
AL120-0427,3171.09298939,98.94563645,2.7533249,5.25315624,2.65546506,1.2827343921540413,1
AL120-0428,3319.90287174,6.44756002,2.1862118,33.94665495,98.16741329,0.6032108716650336,1
AL120-0429,3744.66612469,58.7272887,4.03849925,0.44946838,0.66091875,1.3014876033058096,1
AL120-0430,3212.31649257,16.11089885,36.51308214,39.93911669,7.33842244,1.2277269337671552,1
AL120-0431,863.55698248,66.48195484,33.34376185,0.25881138,92.49197124,1.0889095992544473,1
AL120-0432,807.2373867,72.15393439,33.5961753,36.53302852,9.74323107,1.2011925568007036,1
AL120-0433,4964.44205148,98.22549,29.93404724,37.9940512,93.73998009,1.1626990241397241,1
AL120-0434,546.57789646,45.16909539,2.45146779,0.78764807,37.31483193,1.3004377828894165,1
AL120-0435,4970.20493262,26.93768887,30.68498148,39.90231294,91.25911919,1.1466143277723695,1
AL120-0436,2157.72569459,79.79930285,39.28595816,5.23288235,98.48919883,1.1383406911249823,1
AL120-0437,1092.37751598,92.62473822,4.68209826,38.7475929,13.76481419,1.2786980159570953,1
AL120-0438,1875.11655642,5.19047364,9.78753001,1.1818802,5.66968806,0.3706701052028397,1
AL120-0439,1608.75774501,58.52685403,33.69882929,1.69787154,96.23580994,1.3036298720619357,1
AL120-0440,626.52073801,53.08814317,31.40498462,0.23707658,92.7318926,1.2165927717317817,1
AL120-0441,631.0027428,64.52312805,5.08317336,36.11432027,98.69786985,1.0444175317185895,1
AL120-0442,4697.2909742,75.37091033,31.53767357,39.84696206,4.82591363,1.143104210061182,1
AL120-0443,4888.63917021,68.29964803,27.76285187,39.12045863,97.81961124,1.2673825794555207,1
AL120-0444,1734.69909653,17.00514316,34.57000758,38.84196714,99.80236162,1.2855966493930817,1
AL120-0445,4982.71770589,85.9537331,28.53557059,4.88778122,5.13600828,1.0274960426804636,1
AL120-0446,2545.27105531,52.7286185,38.38959267,0.98409768,6.44689091,1.4176836666796588,1
AL120-0447,3181.955148,96.38650506,34.80709473,1.97021876,92.3394464,1.1590503273593455,1
AL120-0448,3201.7751094,39.92557207,3.02342442,0.35576854,96.28744014,1.421745956979063,1
AL120-0449,1690.56782732,26.49715183,38.95886075,0.66348232,2.42437664,1.1931875082356265,1
AL120-0450,720.80856143,99.80270436,4.64476418,34.24994055,55.20099513,0.9985186873291172,1
AL120-0451,4761.29459171,63.84176578,38.03566861,8.92468624,5.17235724,1.2773902309997747,1
AL120-0452,4860.83395407,5.79467196,38.99911224,39.72457789,66.25970369,0.7031039503057092,1
AL120-0453,4810.91751624,18.20840742,5.60984317,4.07155041,4.58443901,1.1693052685950633,1
AL120-0454,861.67766759,35.71235099,38.36642315,23.05877827,99.3940712,1.1938692098093096,1
AL120-0455,833.54457654,30.94678443,1.92643312,2.68537886,4.78115454,1.0040583245550427,1
AL120-0456,2056.48342287,89.38546199,39.49644596,3.39779787,93.27802602,1.1151337766042482,1
AL120-0457,639.12589243,41.22806203,13.93873212,35.71704522,0.64914301,1.2286014721346419,1
AL120-0458,523.49242102,10.65509662,31.57903029,3.7452174,81.06948975,0.46062867956267517,1
AL120-0459,4799.12923276,5.00969888,5.22914424,6.86062582,72.81224364,0.6211369435781352,1
AL120-0460,1061.58341793,53.61334469,1.68125375,35.69658093,1.42142102,1.3056207397475073,1
AL120-0461,754.47587529,57.73932232,3.87844779,0.65813124,4.85580638,1.1581695027259649,1
AL120-0462,545.30928284,99.22008799,2.11529209,36.11030571,93.79221881,1.1109529797870934,1
AL120-0463,663.827579,41.15370037,39.07038442,0.86955402,89.68119938,1.256649203760837,1
AL120-0464,3896.13896282,54.98808341,37.885699,39.45298273,1.78157352,1.0927796483352454,1
AL120-0465,4756.45183818,18.16735445,39.30633619,38.75702292,10.01884583,1.2466922748613363,1
AL120-0466,4951.33221429,99.57701334,38.97662298,28.2924721,52.78477017,1.0778918548938667,1
AL120-0467,4916.17639596,62.83856841,37.00404706,3.05897024,87.20631748,1.416242424242478,1
AL120-0468,2289.39574165,63.28328318,38.38550495,38.60159706,75.15342599,1.357382701244139,1
AL120-0469,1821.91388449,40.52721937,37.5185222,2.14075495,1.90085536,1.300459572023503,1
AL120-0470,903.44926342,99.10312151,38.74982727,7.56209709,1.05656795,1.0700940285749583,1
AL120-0471,3133.2691526,88.52048817,2.14943836,38.84210151,4.25253613,1.295204720185897,1
AL120-0472,3160.64507701,79.31604755,4.78230946,38.44805699,16.47990746,1.2960621186911196,1
AL120-0473,4989.26608032,54.65090432,31.08926949,28.29062648,90.74935401,1.2749172826469062,1
AL120-0474,3162.9336467,95.14118188,3.36559789,2.59427458,98.94624241,1.1977447462840023,1
AL120-0475,1119.69692539,5.49157387,36.80933719,4.00475547,2.96134213,0.25690413368512643,1
AL120-0476,4126.10968202,95.5269264,39.84675402,0.56035031,1.73540721,1.396260745537898,1
AL120-0477,4874.77616873,55.52469368,2.75278774,10.17011311,77.65235975,1.4284200660174142,1
AL120-0478,2779.2202197,79.75917357,34.80962813,1.67417504,19.91433846,1.2498930252460896,1
AL120-0479,695.79579728,43.78900318,35.77718946,39.90983319,2.21897624,1.23361723094254,1
AL120-0480,735.38714694,85.36575387,38.52663611,39.37969252,5.40524852,1.0653779520379723,1
AL120-0481,2680.11437356,6.53253698,17.16876602,1.55013297,96.42413305,0.6700565835754958,1
AL120-0482,3341.89799149,13.07766249,1.99027365,0.02925195,24.62416543,1.1257346565180117,1
AL120-0483,4780.45549244,14.88042843,11.0896888,36.06217466,94.95402295,1.1008448227128962,1
AL120-0484,4872.02650635,80.58427947,39.21965447,28.51454832,99.22438962,1.122173684047421,1
AL120-0485,4983.21880121,6.72739689,38.32481806,38.48761428,19.24145436,0.8345118205842758,1
AL120-0486,1721.19971458,69.13701082,3.8461842,39.68646042,93.10619822,1.2332028191072355,1
AL120-0487,4835.18089633,13.44011421,39.73089846,4.19377279,8.83885017,1.138934658197554,1
AL120-0488,4789.39152742,6.50742176,7.16165447,38.54281481,18.63327147,0.7216354764993171,1
AL120-0489,4949.39688314,96.57679193,4.81161056,32.59573441,96.00267811,1.1637076305220437,1
AL120-0490,1568.81055422,23.12457156,26.35276245,39.42106236,2.34398115,1.374749970584827,1
AL120-0491,1101.49918497,37.05944223,34.16872423,36.33143451,98.50121588,1.1224171056708585,1
AL120-0492,642.9478894,23.71716223,1.8649338,37.54362989,14.34752,0.8421103209687039,1
AL120-0493,4919.41488674,40.38048428,7.00846386,8.5607684,3.59601602,1.055772874340473,1
AL120-0494,2193.33940791,48.46332897,39.67504193,31.45065811,95.18067148,1.3209225203497637,1
AL120-0495,3732.85798449,28.49501461,12.70720041,0.05683683,3.43552241,1.2628620838738052,1
AL120-0496,4852.89329104,98.47441216,4.41689559,0.34641001,88.02056313,1.0684956561500176,1
AL120-0497,4772.15200197,89.28455153,38.7225739,17.27555096,6.95635658,1.347117601844786,1
AL120-0498,3332.36332098,38.83305774,36.66159044,36.00385502,98.15152092,1.5403410089647271,1
AL120-0499,2264.79436131,30.53097279,36.05863142,0.37343301,11.46165179,1.2102337465042063,1
AL120-0500,3538.66678942,28.8983534,4.68574793,35.01323659,95.59722943,1.1219512195122376,1
AL120-0501,1313.12683411,56.49082843,38.27773507,39.7211843,92.23077353,1.1351154846594569,1
AL120-0502,4993.52810625,82.5212764,31.32902819,0.20762857,84.94539894,1.130272152715121,1
AL120-0503,4967.81324456,49.27637202,39.36949761,27.98726495,2.43873857,1.372865423781973,1
AL120-0504,544.99037238,77.58278065,13.79532985,36.15425546,6.37227288,1.181125676645099,1
AL120-0505,2897.38524379,67.74612582,33.87936929,38.76072649,3.82981347,1.2490912978405433,1
AL120-0506,1449.13016586,67.42699505,33.42603487,2.26124577,0.24289098,1.274432809773172,1
AL120-0507,554.06229058,19.36618369,5.97323703,37.70457443,89.16058391,0.7619251966847282,1
AL120-0508,4836.18093701,61.92442159,6.2117827,38.12624227,95.13844457,1.0741603334150935,1
AL120-0509,4652.87829097,27.63709681,35.68685348,0.69862887,88.57607227,1.445204914653308,1
AL120-0510,3719.44937436,78.30495399,38.09423047,2.09505215,99.46019575,1.1187422782307455,1
AL120-0511,3245.65258715,68.37873499,3.64792592,1.04461748,1.25160692,1.318091227014678,1
AL120-0512,4982.3369747,77.83435602,34.44687738,1.17943864,42.10461974,1.1930158946258238,1
AL120-0513,1763.01674452,45.8224967,38.59141409,38.21420223,1.40429046,1.3556046259215766,1
AL120-0514,3116.21369375,52.64483295,8.44043277,0.47981579,98.38111224,1.1570226109919566,1
AL120-0515,1164.64798665,7.25447365,1.53699639,37.27612756,17.68011712,0.3889567012139787,1
AL120-0516,4868.30582982,69.72644981,3.50158859,2.46872239,20.97868407,1.190912079963129,1
AL120-0517,4991.80677347,35.33828313,3.54656956,28.88898842,76.95489572,1.3538818076476884,1
AL120-0518,712.92927489,17.6864895,35.6303685,0.01189515,28.25043928,0.8859309265237895,1
AL120-0519,4158.08031429,88.28722859,2.68498814,4.92958564,94.84662516,1.0225800805181555,1
AL120-0520,4925.83338358,9.387145,15.17867218,39.83751353,96.4935407,0.9399839098953781,1
AL120-0521,4938.06921458,18.00171849,1.55141534,4.52252228,1.00011546,1.1127277195784648,1
AL120-0522,778.3497693,5.42335932,2.25718447,26.82526257,88.31588374,0.1502990802478457,1
AL120-0523,2388.55347596,14.70189758,1.75728881,38.66877083,95.59991695,1.0774953121638233,1
AL120-0524,3092.44473698,84.62796608,29.78867903,39.07766096,99.84475989,1.198715912099504,1
AL120-0525,4904.86357175,77.42099993,6.49303624,39.69909113,95.95432328,1.3130548791909096,1
AL120-0526,2720.97450029,98.25610965,6.71245051,37.45594557,85.79286356,1.3712542054612835,1
AL120-0527,710.87884344,99.38378961,38.32441579,7.72141986,79.20236997,1.2965894799142315,1
AL120-0528,4816.28589891,53.27897426,12.64601096,0.34915872,83.74274801,1.2701840846499974,1
AL120-0529,579.69045825,85.44886116,9.87598172,10.57015978,93.51865668,1.1898948751642118,1
AL120-0530,4840.4359431,55.6918785,33.03633869,39.6508573,6.90287631,1.2422113999587971,1
AL120-0531,697.77509151,9.77531154,38.3544373,1.95984818,92.98763033,0.5448970995306086,1
AL120-0532,1795.78086222,29.63491322,7.40039967,34.85075004,96.51372498,1.1155241550506438,1
AL120-0533,914.7039298,89.21902426,31.91492567,5.98362017,6.95101991,1.1289616078330758,1
AL120-0534,4684.01185609,69.3552329,26.26702944,36.26978308,3.25120706,1.2710696238068013,1
AL120-0535,724.37457507,5.80193395,1.74602335,4.03467175,95.350374,0.31734765013174226,1
AL120-0536,4887.56398996,78.66642327,37.58151438,8.3661842,4.11209306,1.451669013501256,1
AL120-0537,4210.23090649,7.47124172,2.04601663,35.62353089,2.65730312,0.7813119942937684,1
AL120-0538,601.3344056,98.74817695,1.92954351,35.47093231,27.06231065,1.2656436179816333,1
AL120-0539,614.90311008,15.7900767,39.11244011,18.21180549,7.89278913,0.8306554813024629,1
AL120-0540,4476.60066886,27.86743589,2.78160482,0.4350666,20.53803615,1.11156212342238,1
AL120-0541,2906.30663559,60.02928204,1.67909587,32.63897993,14.87086322,1.2071910731506177,1
AL120-0542,4106.22659652,6.32001362,3.44091095,0.415603,98.06735814,0.6603741592720536,1
AL120-0543,4969.07534963,10.0025077,28.77851456,0.44152647,8.20970517,1.146501815327293,1
AL120-0544,612.32936289,8.15736671,2.49001753,28.19620006,2.18216265,0.3079626424410804,1
AL120-0545,632.43561657,91.61383045,37.25771489,0.0829827,99.25862998,1.213964119969569,1
AL120-0546,4246.38444791,99.07511888,34.24902865,35.1348149,5.6760815,1.2527967404124998,1
AL120-0547,2470.80066614,66.57540326,2.48642488,3.01198002,95.24437804,1.4333265180945138,1
AL120-0548,4963.6843442,30.40395892,22.94276658,2.15323266,99.07609913,1.2753661971830497,1
AL120-0549,733.49196091,92.1886891,38.08957339,39.78521217,0.36182972,1.1509818086294519,1
AL120-0550,3283.38264721,62.15909333,36.9289387,0.03509149,92.47299992,1.272351083523951,1
AL120-0551,4679.04809304,88.52529726,39.99737868,3.17963138,89.82014265,1.241701796025411,1
AL120-0552,4782.99123608,34.80195466,2.92182276,39.12229642,87.33277265,1.4188498903164608,1
AL120-0553,709.05872993,84.09832495,35.90486077,5.22496458,98.82404264,1.0724185406150017,1
AL120-0554,930.18266466,85.99011021,9.30201752,36.87701724,99.02445097,1.1690410870476908,1
AL120-0555,2179.22128225,38.70786576,5.05584344,1.03573699,13.62107228,1.3747969331207246,1
AL120-0556,2073.86995852,19.98337041,2.78060308,1.32447809,92.98574897,1.0944515564992454,1
AL120-0557,3877.8924481,16.1358719,3.04412469,1.77141823,92.49838619,0.9762121661320812,1
AL120-0558,4232.7325698,99.93919069,22.18727175,36.95129234,95.78177882,1.1025325703153115,1
AL120-0559,619.52224281,12.53438496,37.70973766,32.50943329,10.42802585,0.7197583609879897,1
AL120-0560,2665.82660237,49.2893913,7.36873223,39.69192695,10.56360779,1.1804007408655104,1
AL120-0561,2433.30788938,76.06273864,39.48493811,3.67300194,1.13504855,1.2103591160221454,1
AL120-0562,4948.37776525,71.94310233,3.65713139,21.4652095,0.72328104,1.2539084677698058,1
AL120-0563,4990.94296806,97.92377682,33.93385677,1.71478357,78.69509859,1.226065969428848,1
AL120-0564,547.63835808,38.06445574,37.62032415,36.64773833,84.77620771,1.354300285913041,1
AL120-0565,862.58638324,99.98873236,2.89894425,28.87714557,12.75405977,1.0204366812227461,1
AL120-0566,2319.51007154,73.23731052,36.95206229,38.94933227,96.44861724,1.3109084328627798,1
AL120-0567,4091.74000239,47.12697514,2.92923375,31.86716203,99.22522027,1.3567115652578314,1
AL120-0568,4895.06520238,76.82679476,13.62880675,0.17908778,93.22653944,1.0900609528548741,1
AL120-0569,3247.18837813,69.38551236,39.71373197,1.99057877,7.17434892,1.3749117439398026,1
AL120-0570,4658.3122327,45.82985911,6.0064991,5.98731719,1.67253111,1.3029514534235866,1
AL120-0571,4685.95962599,10.32284705,35.55926883,2.33587541,98.12328648,0.9069838487541908,1
AL120-0572,2139.39359644,62.42255354,3.78994616,37.93308876,14.3999151,1.2443907980687778,1
